552.2711528946066,109
552.5714092933291,103
552.8716656920516,109
553.1719220907742,101
553.4471571229365,80
553.7223921550988,117
554.0226485538212,81
554.3229049525437,101
554.6231613512663,114
554.9234177499887,117
555.2236741487112,97
555.5239305474338,125
555.8241869461563,124
556.1244433448787,89
556.4246997436013,122
556.7249561423238,87
557.0252125410462,76
557.3254689397688,109
557.6257253384913,124
557.9259817372138,114
558.2262381359363,119
558.5264945346588,117
558.8767936665017,120
559.0769645989834,115
559.2604546204249,85
559.3772209977059,90
559.4773064639468,108
559.5773919301876,84
559.6774773964283,72
559.7775628626692,96
559.8776483,104
559.9777337951509,84
560.0778192613917,88
560.1779047276326,72
560.2779901938734,99
560.3780756601143,110
560.4781611263551,85
560.5782465925959,80
560.7784175250775,74
561.0286311906797,125
561.3288875894021,126
561.6291439881247,117
561.9294003868472,128
562.2296567855697,99
562.5299131842921,126
562.8301695830147,97
563.1304259817372,74
563.4306823804598,117
563.7309387791822,115
564.0311951779047,114
564.3314515766272,98
564.6317079753497,110
564.9319643740722,119
565.2322207727947,95
565.5324771715173,71
565.8327335702397,104
566.1329899689622,89
566.4332463676848,104
566.7335027664072,101
567.0337591651297,122
567.3340155638523,108
567.6342719625748,79
567.9345283612972,91
568.2347847600198,124
568.5350411587423,122
568.8352975574647,73
569.1355539561873,94
569.3857676217893,125
569.5358958211507,78
569.6359812873915,113
569.7360667536323,115
569.8361522198732,129
569.9362376861139,127
570.0363231523548,72
570.1364086185956,119
570.2364940848365,91
570.3365795510773,97
570.4366650173181,74
570.5867932166794,99
570.7869641491611,76
570.9871350816427,105
571.1873060141244,77
571.4375196797265,114
571.7377761,87
572.0380324771716,101
572.3382889,95
572.6385452746165,110
572.9388017,75
573.2390580720615,90
573.5393145,119
573.8395708695065,112
574.1398273,125
574.4400836669515,72
574.7403401,89
575.0405964643966,130
575.3408529,130
575.6411092618415,95
575.9413656605641,119
576.2416220592866,80
576.5418785,80
576.8421348567316,95
577.1423912554541,76
577.4426476541765,99
577.6928613197787,126
577.8930322522604,122
578.0932032,126
578.2433313841033,97
578.5435877828257,104
578.8438441815483,107
579.0940578471503,125
579.1941433133912,115
579.3776333348327,104
579.4943997121137,96
579.5944851783545,73
579.6945706445954,118
579.7946561108362,126
579.8947415770771,94
579.9948270433179,81
580.0949125095588,82
580.1949979757995,110
580.2950834420403,73
580.3951689082812,121
580.5786589297227,113
580.7955107732446,115
580.9956817057262,126
581.2458953713283,95
581.5461517700508,128
581.7963654356529,123
582.0465791,126
582.3468354999775,84
582.6470919,82
582.9473482974225,124
583.2476047,71
583.5478610948675,97
583.8481175,103
584.1483738923125,91
584.4486303,84
584.7488866897576,118
585.0491431,82
585.3493994872025,115
585.6496558859251,110
585.9499122846476,105
586.2501687,77
586.5504250820925,123
586.8506814808151,108
587.1509378795375,127
587.4511942782601,124
587.7514506769826,125
588.0517071,124
588.3519634744275,118
588.6522198731501,119
588.9524762718726,94
589.2527326705952,103
589.5029463361972,86
589.6530745355584,103
589.7531600017993,115
589.8532454680401,71
590.0534164005218,121
590.1535018667626,122
590.2535873330035,78
590.3536727992442,104
590.4537582654851,108
590.5538437317259,72
590.6539291979668,107
590.7540146642076,82
590.9041428635688,84
591.1043137960505,112
591.3044847285322,94
591.5546983941343,116
591.8549547928568,129
592.1552111915793,81
592.4554675903019,110
592.7557239890243,81
593.0559803877468,78
593.3562367864693,90
593.6564931851918,82
593.9567495839143,117
594.2570059826369,71
594.5572623813594,83
594.8575187800818,96
595.1577751788043,94
595.4580315775269,118
595.7582879762493,118
596.0585443749719,119
596.3588007736944,78
596.6590571724169,118
596.9593135711393,80
597.2595699698619,98
597.5598263685844,112
597.8600827673068,109
598.1603391660294,85
598.4605955647519,120
598.7608519634744,95
599.0944701842772,99
599.2112365615582,127
599.311322,83
599.4114074940398,108
599.4614502271602,72
