549.2170911691877,44,,,
549.5254786454113,49,,,
549.8307379308364,62,,,40
550.1328690254632,56,,,75
550.4323932944243,73,,,
550.7303534679861,41,,,
551.0306597846469,61,,,
551.3309661013077,43,,,
551.6336185610674,73,,,
551.9373137510933,68,,,
552.2412696236856,74,,,
552.5415759403464,67,,,
552.8382327010755,44,,,
553.1341074141051,59,,,
553.4312855399673,55,,,
553.7295063960958,66,,,
554.0266845219579,47,,,
554.3238626478202,47,,,
554.6210407736824,75,,,
554.9190009472443,62,,,
555.2193072639051,54,,,
555.5177888,72,,,
555.8160096587284,59,,,
556.1131877845907,56,,,
556.4085411,45,,,
556.6997235593187,54,,,
556.9906453035838,45,,,
557.2789602221835,41,,,
557.5701426490152,43,,,
557.8626284886797,45,,,
558.1506827247127,51,,,
558.4384762781793,55,,,
558.7275732444787,53,,,
559.0234479575081,57,,,
559.3274038301006,45,,,
559.6370947,51,,,
559.9493924338789,52,,,
560.2569979,65,,,
560.5583469093299,69,,,
560.8563070828918,52,,,
561.1581774949518,54,,,
561.4670863363086,72,,,
561.7793840510305,68,,,
562.0387632047435,41,,,
562.2991850887229,48,,,
562.6065298346804,69,,,
562.9141352632045,40,,,
563.2217406917285,45,,,
563.5283033899864,51,,,
563.8348660882442,52,,,
564.1414287865022,65,,,
564.4469487544939,52,,,
564.752208,65,,,
565.0556425473783,45,,,
565.3580343245715,74,,,
565.6612081494642,49,,,
565.9615145,49,,,
566.2610387350861,64,,,
566.5592595912145,61,,,
566.8626941,64,,,
567.167432,41,,,
567.4745160823569,71,,,
567.7865531145122,49,,,
567.9956205,52,,,
568.2591706076598,59,,,
568.5206352219053,55,,,
568.8305867935283,57,,,
569.1316751578887,63,,,
569.4288532837509,41,,,
569.7249887,43,,,
570.0250343134412,57,,,
570.3256013126685,40,,,
570.6300786,64,,,
570.9358592009522,48,,,
571.2411184863774,47,,,
571.5445529938368,55,,,
571.8456413581971,47,,,
572.1459476748579,53,,,
572.4462539915187,65,,,
572.7436927999474,55,,,
573.0400889,71,,,
573.3359635911396,69,,,
573.6313169,48,,,
573.9271916520655,52,,,
574.2225449999619,44,,,
574.5176376652918,52,,,
574.8088200921235,42,,,
575.1005238840883,66,,,
575.3932704063192,61,,,
575.6815853249188,43,,,
575.9216739687075,63,,,
576.1124936074191,64,,,
576.3515395209415,67,,,
576.6419399000736,65,,,
576.9328616443388,49,,,
577.2237833886038,63,,,
577.4177312,72,,,
577.6562557665034,65,,,
577.8470754052149,53,,,
578.0363309485272,73,,,
578.2271505872387,69,,,
578.4661965007613,41,,,
578.7539900542278,69,,,
579.0469972590253,67,,,
579.3473036,49,,,
579.6059006816995,75,,,
579.8186176560009,63,,,
580.0289884872034,40,,,
580.2894103711826,68,,,
580.5964944345736,67,,,
580.8999289,65,,,
581.2059702751577,45,,,
581.5130543385487,48,,,
581.8175315762742,42,,,
582.1186199406346,43,,,
582.4212724003943,45,,,
582.7247069078537,60,,,
583.0281414,63,,,
583.3315759227723,56,,,
583.6352711127981,74,,,
583.9394876679571,52,,,
584.2429221754165,45,,,
584.5463566828759,46,,,
584.8508339206013,51,,,
585.1566145711596,75,,,
585.463438,70,,,
585.7707826979415,51,,,
586.0773453961995,52,,,
586.3849508247234,49,,,
586.6904707927151,73,,,
586.9970334909731,49,,,
587.3035961892309,57,,,
587.6130263957208,53,,,
587.8744910099663,73,,,
588.0840797934691,41,,,
588.2952326723712,59,,,
588.5056035035736,48,,,
588.7159743347761,57,,,
588.9761355361888,42,,,
589.2778756069656,56,,,
589.5736199787119,54,,,
589.8655844532432,47,,,
590.1588523406073,52,,,
590.4534236,45,,,
590.749559,51,,,
591.0496046704943,57,,,
591.3470434789231,49,,,
591.6470891130173,42,,,
591.9473954296781,53,,,
592.2477017463389,71,,,
592.5482687455661,63,,,
592.8514426,40,,,
593.1540950302186,44,,,
593.4564868074118,73,,,
593.7567931240726,53,,,
594.055014,72,,,
594.3511494,67,,,
594.6465027236934,58,,,
594.9423774,68,,,
595.2385128,41,,,
595.5356909581812,48,,,
595.8357365922755,75,,,
596.1352608612366,66,,,
596.4324389870989,75,,,
596.7277923349952,43,,,
596.9673596136508,44,,,
597.1550510615639,61,,,
